uphill	plagued	irregular	restructure	comparative	
election	voters	elections	
hidden	missing	dead	
destroyed	captured	fed	damaged	burned	killed	
future	good	poor	bad	real	
worrying	three-month	specify	fertiliser	confidential	scepticism	
balance	flow	flows	
founded	included	established	promoted	introduced	
safe	dangerous	violent	bloody	
expectations	motorcycle	suffers	landless	gross	delegation	stoppage	
environment	presence	
payable	dividend	inflation	liquidity	profit	discount	
treating	starter	nominee	favourite	
becoming	being	having	
self-rule	sovereignty	hinterland	reform	independence	
half-time	balances	ups	
deputy	prime	vice	chief	outgoing	
role	relationship	
policeman	soldier	dog	detective	boy	
sound	information	light	data	material	
drivers	cars	rider	stations	engines	tracks	riders	bars	vehicles	
javelin	billions	sharply	scared	sixes	goalless	
jammed	contacted	quoting	
explain	investigate	discuss	understand	
store	plant	supply	
entry	priority	toll	
maybe	batting	extremist	
sexually	beef	tag	referee	
ride	express	watch	track	stop	train	drive	
employer	precedence	photographers	unrest	set-top	slated	victories	
occupation	migration	militia	
smuggling	stranded	hanged	villagers	sic	
establish	expand	strengthen	operate	seek	protect	pursue	replace	restore	
information	sound	knowledge	data	material	
net	ratio	rating	margin	rate	
look	feel	stand	
relay	fours	estimates	fugitive	bombings	
statement	proposal	decision	
highlighted	parted	cancelled	
intends	bacillus	momentum	resorts	hijackings	
continuous	partial	rapid	
intensive	quotes	superbike	disappears	third-round	opium	
crucial	decisive	
waiting	entering	reaching	returning	
wrote	notes	spoke	
balls	rocks	holes	winds	waters	spots	moments	
protects	prevailing	flee	undisclosed	nominations	ransom	
spokeswoman	counterpart	
missing	hidden	dead	
film	television	video	camera	media	radio	news	
lagging	lira	one-time	progressing	
hampered	wounds	pitches	speculation	patrols	
even	longer	indeed	yet	perhaps	otherwise	possibly	probably	
fell	worked	drove	ran	got	landed	went	broke	
generally	often	traditionally	normally	regularly	sometimes	
preparing	putting	seeing	getting	helping	doing	bringing	saving	keeping	
struggle	fight	defeat	victory	strike	
plagued	uphill	irregular	cholera	
new	popular	common	traditional	
composer	critic	director	manager	scientist	
longer	even	yet	neither	otherwise	possibly	
electronic	telephone	digital	computer	software	
reporting	monitoring	planning	testing	
separatists	crackdown	
towns	provinces	districts	cities	settlements	
citizen	servant	lady	princess	
refusing	fatal	
underlying	usual	precise	exact	
surprised	servicemen	unload	prostitute	superbike	
global	corporate	strategic	collective	
